"cityName","dataTime","so2Value","coValue","o3Value","no2Value","pm10Value","pm25Value","lon","lat"
"중구","2017-09-25 08:00","0.003","0.7","0.007","0.050","40","24",126.9979403,37.5640907
"중랑구","2017-09-25 03:00","0.006","0.5","0.019","0.016","42","28",127.0926519,37.6065602
"중랑구","2017-09-24 22:00","0.006","0.4","0.044","0.013","0","0",127.0926519,37.6065602
"중랑구","2017-09-24 20:00","0.007","0.6","0.053","0.018","65","46",127.0926519,37.6065602
"중랑구","2017-09-24 19:00","0.006","0.5","0.058","0.017","65","48",127.0926519,37.6065602
"중랑구","2017-09-24 17:00","0.007","0.5","0.068","0.015","70","51",127.0926519,37.6065602
"중랑구","2017-09-24 15:00","0.006","0.5","0.056","0.021","66","39",127.0926519,37.6065602
"중랑구","2017-09-24 14:00","0.006","0.5","0.044","0.023","65","37",127.0926519,37.6065602
"중랑구","2017-09-24 12:00","0.008","0.5","0.030","0.021","72","32",127.0926519,37.6065602
"중랑구","2017-09-25 07:00","0.005","0.5","0.014","0.026","35","21",127.0926519,37.6065602
"중랑구","2017-09-24 18:00","0.006","0.6","0.058","0.020","70","46",127.0926519,37.6065602
"중랑구","2017-09-25 09:00","0.006","0.5","0.010","0.032","34","16",127.0926519,37.6065602
"중랑구","2017-09-25 02:00","0.006","0.5","0.021","0.020","45","26",127.0926519,37.6065602
"중랑구","2017-09-25 10:00","0.006","0.5","0.012","0.034","46","19",127.0926519,37.6065602
"중랑구","2017-09-24 13:00","0.006","0.5","0.037","0.021","67","32",127.0926519,37.6065602
"중랑구","2017-09-25 04:00","0.006","0.4","0.021","0.011","41","26",127.0926519,37.6065602
"중랑구","2017-09-24 21:00","0.005","0.5","0.054","0.012","0","0",127.0926519,37.6065602
"중랑구","2017-09-25 05:00","0.005","0.4","0.021","0.014","40","20",127.0926519,37.6065602
"중랑구","2017-09-25 06:00","0.005","0.5","0.020","0.017","37","21",127.0926519,37.6065602
"중랑구","2017-09-24 23:00","0.006","0.4","0.035","0.014","38","23",127.0926519,37.6065602
"중랑구","2017-09-24 16:00","0.006","0.5","0.072","0.017","66","40",127.0926519,37.6065602
"중랑구","2017-09-24 24:00","0.006","0.5","0.028","0.020","42","21",127.0926519,37.6065602
"중랑구","2017-09-25 01:00","0.006","0.5","0.020","0.025","39","24",127.0926519,37.6065602
"중랑구","2017-09-25 08:00","0.005","0.5","0.009","0.031","36","18",127.0926519,37.6065602
"중랑구","2017-09-24 11:00","0.006","0.5","0.026","0.018","59","16",127.0926519,37.6065602
